Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,8802.2197265625,8873.6298828125,8786.900390625,8872.2197265625,2862700000,0.0,0.0
2020-01-03 00:00:00-05:00,8755.169921875,8843.650390625,8755.169921875,8793.900390625,2586520000,0.0,0.0
2020-01-06 00:00:00-05:00,8713.8896484375,8849.98046875,8713.8896484375,8848.51953125,2810450000,0.0,0.0
2020-01-07 00:00:00-05:00,8857.1396484375,8872.4697265625,8821.6796875,8846.4501953125,2381740000,0.0,0.0
2020-01-08 00:00:00-05:00,8845.4501953125,8953.5498046875,8834.9404296875,8912.3701171875,2472620000,0.0,0.0
2020-01-09 00:00:00-05:00,8990.0400390625,9004.5498046875,8938.5302734375,8989.6298828125,2540960000,0.0,0.0
2020-01-10 00:00:00-05:00,9021.8798828125,9024.8701171875,8951.830078125,8966.6396484375,2382900000,0.0,0.0
2020-01-13 00:00:00-05:00,9007.9404296875,9071.5302734375,8991.349609375,9070.650390625,2536820000,0.0,0.0
2020-01-14 00:00:00-05:00,9068.01953125,9080.16015625,9020.919921875,9033.419921875,2553160000,0.0,0.0
2020-01-15 00:00:00-05:00,9039.3095703125,9078.8701171875,9008.9501953125,9035.669921875,2443220000,0.0,0.0
2020-01-16 00:00:00-05:00,9088.080078125,9126.0703125,9066.3095703125,9125.0,2312110000,0.0,0.0
2020-01-17 00:00:00-05:00,9159.48046875,9176.4697265625,9118.98046875,9173.73046875,2542540000,0.0,0.0
2020-01-21 00:00:00-05:00,9145.6396484375,9187.419921875,9141.7802734375,9166.6298828125,2686610000,0.0,0.0
2020-01-22 00:00:00-05:00,9212.349609375,9242.48046875,9179.26953125,9188.580078125,2454580000,0.0,0.0
2020-01-23 00:00:00-05:00,9186.1396484375,9221.1298828125,9145.23046875,9216.98046875,2465850000,0.0,0.0
2020-01-24 00:00:00-05:00,9266.349609375,9272.3701171875,9101.4404296875,9141.4697265625,2622970000,0.0,0.0
2020-01-27 00:00:00-05:00,8913.16015625,9001.4404296875,8910.9697265625,8952.1796875,2593910000,0.0,0.0
2020-01-28 00:00:00-05:00,9013.23046875,9111.3203125,8994.2802734375,9090.9296875,2169020000,0.0,0.0
2020-01-29 00:00:00-05:00,9141.51953125,9153.080078125,9067.2900390625,9101.6103515625,2234620000,0.0,0.0
2020-01-30 00:00:00-05:00,9038.919921875,9140.6904296875,9019.7197265625,9136.08984375,2345370000,0.0,0.0
2020-01-31 00:00:00-05:00,9169.91015625,9170.2197265625,8961.58984375,8991.509765625,2696090000,0.0,0.0
2020-02-03 00:00:00-05:00,9033.51953125,9148.5,9031.0703125,9126.23046875,2427320000,0.0,0.0
2020-02-04 00:00:00-05:00,9256.9404296875,9352.9599609375,9224.8603515625,9334.0595703125,2447340000,0.0,0.0
2020-02-05 00:00:00-05:00,9441.33984375,9442.75,9311.8798828125,9367.48046875,2470240000,0.0,0.0
2020-02-06 00:00:00-05:00,9395.6904296875,9448.7197265625,9357.8603515625,9445.919921875,2313860000,0.0,0.0
2020-02-07 00:00:00-05:00,9397.76953125,9453.240234375,9376.91015625,9401.099609375,2243720000,0.0,0.0
2020-02-10 00:00:00-05:00,9373.2001953125,9517.740234375,9373.2001953125,9516.83984375,2187520000,0.0,0.0
2020-02-11 00:00:00-05:00,9567.8095703125,9600.0498046875,9493.6298828125,9517.8603515625,2450070000,0.0,0.0
2020-02-12 00:00:00-05:00,9569.8203125,9615.91015625,9552.0302734375,9613.2001953125,2366510000,0.0,0.0
2020-02-13 00:00:00-05:00,9540.669921875,9636.41015625,9532.740234375,9595.7001953125,2254870000,0.0,0.0
2020-02-14 00:00:00-05:00,9613.8798828125,9634.75,9583.080078125,9623.580078125,2226720000,0.0,0.0
2020-02-18 00:00:00-05:00,9567.2802734375,9647.7197265625,9567.2802734375,9629.7998046875,2279420000,0.0,0.0
2020-02-19 00:00:00-05:00,9683.9404296875,9736.5703125,9676.0703125,9718.73046875,2470860000,0.0,0.0
2020-02-20 00:00:00-05:00,9696.66015625,9714.23046875,9513.23046875,9627.830078125,2745730000,0.0,0.0
2020-02-21 00:00:00-05:00,9582.5400390625,9594.0,9406.3798828125,9446.6904296875,2750160000,0.0,0.0
2020-02-24 00:00:00-05:00,9055.2998046875,9194.91015625,9028.8701171875,9079.6298828125,3188590000,0.0,0.0
2020-02-25 00:00:00-05:00,9167.330078125,9183.7802734375,8807.1103515625,8834.8701171875,3595520000,0.0,0.0
2020-02-26 00:00:00-05:00,8883.009765625,9032.8798828125,8813.919921875,8873.759765625,3587950000,0.0,0.0
2020-02-27 00:00:00-05:00,8632.5400390625,8786.6796875,8430.5302734375,8436.669921875,4559900000,0.0,0.0
2020-02-28 00:00:00-05:00,8133.85009765625,8490.4697265625,8133.85009765625,8461.830078125,5320020000,0.0,0.0
2020-03-02 00:00:00-05:00,8569.91015625,8879.3896484375,8446.5,8877.98046875,4249020000,0.0,0.0
2020-03-03 00:00:00-05:00,8892.6796875,9000.4599609375,8516.580078125,8594.490234375,4336700000,0.0,0.0
2020-03-04 00:00:00-05:00,8745.6396484375,8952.1103515625,8669.759765625,8949.2802734375,3634760000,0.0,0.0
2020-03-05 00:00:00-05:00,8713.1904296875,8864.1904296875,8613.91015625,8671.66015625,3763860000,0.0,0.0
2020-03-06 00:00:00-05:00,8395.9501953125,8571.8798828125,8319.900390625,8530.33984375,4292730000,0.0,0.0
2020-03-09 00:00:00-04:00,7912.14013671875,8241.76953125,7912.14013671875,7948.02978515625,4554110000,0.0,0.0
2020-03-10 00:00:00-04:00,8213.9697265625,8376.4404296875,7942.1298828125,8372.26953125,4447260000,0.0,0.0
2020-03-11 00:00:00-04:00,8166.259765625,8224.73046875,7900.990234375,8006.1201171875,4302610000,0.0,0.0
2020-03-12 00:00:00-04:00,7452.759765625,7808.31005859375,7255.6201171875,7263.64990234375,5099350000,0.0,0.0
2020-03-13 00:00:00-04:00,7683.0400390625,7998.509765625,7301.8798828125,7995.259765625,4701070000,0.0,0.0
2020-03-16 00:00:00-04:00,7502.259765625,7563.4501953125,6993.60986328125,7020.3798828125,4618120000,0.0,0.0
2020-03-17 00:00:00-04:00,7198.52978515625,7550.1298828125,6959.14990234375,7473.9501953125,4920210000,0.0,0.0
2020-03-18 00:00:00-04:00,7023.85986328125,7336.8798828125,6837.52978515625,7175.18017578125,4935000000,0.0,0.0
2020-03-19 00:00:00-04:00,7190.2099609375,7514.14013671875,7037.47021484375,7288.52001953125,4778490000,0.0,0.0
2020-03-20 00:00:00-04:00,7391.22021484375,7487.830078125,6969.77001953125,6994.2900390625,5260300000,0.0,0.0
2020-03-23 00:00:00-04:00,6952.7099609375,7145.2900390625,6771.91015625,7006.919921875,4348410000,0.0,0.0
2020-03-24 00:00:00-04:00,7349.0,7555.91015625,7304.39013671875,7553.830078125,4441080000,0.0,0.0
2020-03-25 00:00:00-04:00,7543.9599609375,7777.60986328125,7390.41015625,7469.6201171875,4683630000,0.0,0.0
2020-03-26 00:00:00-04:00,7549.830078125,7913.10986328125,7549.830078125,7897.1298828125,4014670000,0.0,0.0
2020-03-27 00:00:00-04:00,7657.43994140625,7817.740234375,7580.22021484375,7588.3701171875,3989120000,0.0,0.0
2020-03-30 00:00:00-04:00,7678.830078125,7902.08984375,7651.43017578125,7889.009765625,3870770000,0.0,0.0
2020-03-31 00:00:00-04:00,7855.740234375,8011.60009765625,7765.4599609375,7813.5,4078960000,0.0,0.0
2020-04-01 00:00:00-04:00,7582.77978515625,7701.68017578125,7423.97021484375,7486.2900390625,3700040000,0.0,0.0
2020-04-02 00:00:00-04:00,7445.8798828125,7641.8701171875,7432.27978515625,7635.66015625,3622170000,0.0,0.0
2020-04-03 00:00:00-04:00,7631.56982421875,7673.490234375,7439.77978515625,7528.10986328125,3294260000,0.0,0.0
2020-04-06 00:00:00-04:00,7819.06005859375,8110.66015625,7763.08984375,8081.66015625,3849130000,0.0,0.0
2020-04-07 00:00:00-04:00,8287.48046875,8305.58984375,8043.06982421875,8049.31005859375,4085960000,0.0,0.0
2020-04-08 00:00:00-04:00,8134.2998046875,8254.41015625,8058.41015625,8229.5400390625,3487440000,0.0,0.0
2020-04-09 00:00:00-04:00,8284.3095703125,8334.23046875,8167.93017578125,8238.5302734375,4145460000,0.0,0.0
2020-04-13 00:00:00-04:00,8209.6796875,8338.150390625,8158.580078125,8332.740234375,3184660000,0.0,0.0
2020-04-14 00:00:00-04:00,8489.26953125,8708.5498046875,8470.740234375,8692.16015625,3767410000,0.0,0.0
2020-04-15 00:00:00-04:00,8548.4697265625,8666.240234375,8500.5595703125,8591.9599609375,3347920000,0.0,0.0
2020-04-16 00:00:00-04:00,8689.08984375,8793.349609375,8605.509765625,8757.830078125,4057800000,0.0,0.0
2020-04-17 00:00:00-04:00,8876.66015625,8879.240234375,8704.3798828125,8832.41015625,4348310000,0.0,0.0
2020-04-20 00:00:00-04:00,8742.5400390625,8855.1796875,8725.330078125,8726.509765625,3827370000,0.0,0.0
2020-04-21 00:00:00-04:00,8639.740234375,8663.08984375,8359.83984375,8403.0,3788180000,0.0,0.0
2020-04-22 00:00:00-04:00,8575.5703125,8708.48046875,8550.6103515625,8664.6396484375,3041520000,0.0,0.0
2020-04-23 00:00:00-04:00,8693.73046875,8796.490234375,8624.6298828125,8641.5,3759890000,0.0,0.0
2020-04-24 00:00:00-04:00,8666.5703125,8791.3603515625,8599.990234375,8786.599609375,3696020000,0.0,0.0
2020-04-27 00:00:00-04:00,8865.580078125,8887.6201171875,8803.8896484375,8837.66015625,3694980000,0.0,0.0
2020-04-28 00:00:00-04:00,8913.2802734375,8918.3798828125,8668.669921875,8677.599609375,3730350000,0.0,0.0
2020-04-29 00:00:00-04:00,8871.0400390625,9025.8203125,8832.0,8982.759765625,4407140000,0.0,0.0
2020-04-30 00:00:00-04:00,9005.240234375,9023.0302734375,8920.419921875,9000.509765625,4335660000,0.0,0.0
2020-05-01 00:00:00-04:00,8791.8798828125,8887.580078125,8688.580078125,8718.1796875,3741300000,0.0,0.0
2020-05-04 00:00:00-04:00,8683.9404296875,8840.330078125,8665.400390625,8834.1103515625,3443140000,0.0,0.0
2020-05-05 00:00:00-04:00,8922.3896484375,9031.0,8900.5703125,8930.6201171875,3933550000,0.0,0.0
2020-05-06 00:00:00-04:00,8997.01953125,9065.580078125,8950.8896484375,8984.8603515625,3656750000,0.0,0.0
2020-05-07 00:00:00-04:00,9104.669921875,9136.1796875,9045.23046875,9101.8798828125,3787220000,0.0,0.0
2020-05-08 00:00:00-04:00,9165.7001953125,9224.490234375,9126.9697265625,9220.349609375,3813630000,0.0,0.0
2020-05-11 00:00:00-04:00,9155.2099609375,9346.26953125,9155.2099609375,9298.919921875,3925450000,0.0,0.0
2020-05-12 00:00:00-04:00,9326.0595703125,9354.4501953125,9109.08984375,9112.4501953125,4336510000,0.0,0.0
2020-05-13 00:00:00-04:00,9123.6904296875,9209.490234375,8890.16015625,9000.080078125,4273210000,0.0,0.0
2020-05-14 00:00:00-04:00,8946.4501953125,9097.75,8860.76953125,9094.419921875,3965970000,0.0,0.0
2020-05-15 00:00:00-04:00,8976.2900390625,9157.4599609375,8958.080078125,9152.6396484375,4240690000,0.0,0.0
2020-05-18 00:00:00-04:00,9281.3603515625,9367.5400390625,9248.7802734375,9331.9296875,4341820000,0.0,0.0
2020-05-19 00:00:00-04:00,9326.2802734375,9422.900390625,9296.25,9298.5400390625,4193550000,0.0,0.0
2020-05-20 00:00:00-04:00,9415.25,9498.2802734375,9412.830078125,9485.01953125,4315500000,0.0,0.0
2020-05-21 00:00:00-04:00,9487.6298828125,9515.0498046875,9361.830078125,9377.990234375,3745270000,0.0,0.0
2020-05-22 00:00:00-04:00,9363.669921875,9421.9296875,9325.0703125,9413.990234375,3668070000,0.0,0.0
2020-05-26 00:00:00-04:00,9570.5302734375,9570.5302734375,9379.900390625,9389.98046875,4448950000,0.0,0.0
2020-05-27 00:00:00-04:00,9366.6298828125,9445.0595703125,9182.4501953125,9442.0498046875,4489110000,0.0,0.0
2020-05-28 00:00:00-04:00,9404.830078125,9568.8896484375,9391.83984375,9416.7099609375,4113660000,0.0,0.0
2020-05-29 00:00:00-04:00,9440.6396484375,9573.5498046875,9379.9296875,9555.5302734375,4742290000,0.0,0.0
2020-06-01 00:00:00-04:00,9526.4296875,9609.3798828125,9515.33984375,9598.8896484375,3847770000,0.0,0.0
2020-06-02 00:00:00-04:00,9603.1796875,9660.080078125,9511.8798828125,9657.3095703125,3990080000,0.0,0.0
2020-06-03 00:00:00-04:00,9689.7197265625,9729.6904296875,9648.9296875,9704.6904296875,4679030000,0.0,0.0
2020-06-04 00:00:00-04:00,9672.169921875,9741.9697265625,9577.7099609375,9629.66015625,6141320000,0.0,0.0
2020-06-05 00:00:00-04:00,9673.08984375,9846.6298828125,9659.4501953125,9824.3896484375,6607730000,0.0,0.0
2020-06-08 00:00:00-04:00,9805.6904296875,9904.51953125,9753.8701171875,9901.51953125,6197330000,0.0,0.0
2020-06-09 00:00:00-04:00,9861.1796875,10006.900390625,9859.0,9967.169921875,5319450000,0.0,0.0
2020-06-10 00:00:00-04:00,10037.98046875,10155.2001953125,10022.4404296875,10094.259765625,5170860000,0.0,0.0
2020-06-11 00:00:00-04:00,9907.5595703125,9978.1904296875,9586.25,9588.48046875,5300850000,0.0,0.0
2020-06-12 00:00:00-04:00,9785.580078125,9849.009765625,9499.08984375,9663.7802734375,4388990000,0.0,0.0
2020-06-15 00:00:00-04:00,9517.1396484375,9809.41015625,9489.580078125,9776.8896484375,4476010000,0.0,0.0
2020-06-16 00:00:00-04:00,9983.650390625,10010.8896484375,9801.4501953125,9949.3701171875,4669320000,0.0,0.0
2020-06-17 00:00:00-04:00,9998.8603515625,10058.650390625,9952.5,9982.48046875,4279700000,0.0,0.0
2020-06-18 00:00:00-04:00,9972.349609375,10018.5595703125,9942.1103515625,10012.0498046875,4335320000,0.0,0.0
2020-06-19 00:00:00-04:00,10104.6298828125,10121.669921875,9937.8095703125,10008.6396484375,6093830000,0.0,0.0
2020-06-22 00:00:00-04:00,10009.0,10134.6396484375,9989.490234375,10130.330078125,4506960000,0.0,0.0
2020-06-23 00:00:00-04:00,10192.419921875,10306.900390625,10172.0703125,10209.8203125,5755170000,0.0,0.0
2020-06-24 00:00:00-04:00,10183.76953125,10232.419921875,9943.240234375,10002.7001953125,5589130000,0.0,0.0
2020-06-25 00:00:00-04:00,10003.5,10110.2900390625,9901.2099609375,10101.830078125,4779640000,0.0,0.0
2020-06-26 00:00:00-04:00,10087.080078125,10093.98046875,9837.740234375,9849.3603515625,7309380000,0.0,0.0
2020-06-29 00:00:00-04:00,9850.5498046875,9965.080078125,9742.8896484375,9961.16015625,4336290000,0.0,0.0
2020-06-30 00:00:00-04:00,9970.2099609375,10185.349609375,9956.830078125,10156.849609375,4510190000,0.0,0.0
2020-07-01 00:00:00-04:00,10160.41015625,10321.76953125,10142.75,10279.25,4624430000,0.0,0.0
2020-07-02 00:00:00-04:00,10386.3798828125,10432.5498046875,10328.7802734375,10341.8896484375,4038920000,0.0,0.0
2020-07-06 00:00:00-04:00,10487.7001953125,10625.099609375,10485.8203125,10604.0595703125,4570260000,0.0,0.0
2020-07-07 00:00:00-04:00,10595.9404296875,10704.9296875,10516.6298828125,10524.009765625,4337130000,0.0,0.0
2020-07-08 00:00:00-04:00,10594.41015625,10669.1298828125,10528.8203125,10666.7001953125,4030210000,0.0,0.0
2020-07-09 00:00:00-04:00,10745.8701171875,10785.9599609375,10574.9697265625,10754.58984375,4013180000,0.0,0.0
2020-07-10 00:00:00-04:00,10751.76953125,10842.7802734375,10639.48046875,10836.330078125,3537510000,0.0,0.0
2020-07-13 00:00:00-04:00,10951.5400390625,11069.259765625,10574.5595703125,10602.2099609375,4851880000,0.0,0.0
2020-07-14 00:00:00-04:00,10502.849609375,10701.8798828125,10370.7900390625,10689.51953125,4461770000,0.0,0.0
2020-07-15 00:00:00-04:00,10752.1103515625,10780.400390625,10570.9599609375,10701.6796875,4647070000,0.0,0.0
2020-07-16 00:00:00-04:00,10589.8603515625,10658.900390625,10495.08984375,10626.4599609375,4277760000,0.0,0.0
2020-07-17 00:00:00-04:00,10651.599609375,10680.7001953125,10558.7802734375,10645.2197265625,4361480000,0.0,0.0
2020-07-20 00:00:00-04:00,10672.9599609375,10971.51953125,10621.900390625,10952.080078125,4314630000,0.0,0.0
2020-07-21 00:00:00-04:00,11015.5400390625,11017.4296875,10800.8701171875,10833.0703125,5350750000,0.0,0.0
2020-07-22 00:00:00-04:00,10850.919921875,10910.240234375,10776.240234375,10870.75,4128960000,0.0,0.0
2020-07-23 00:00:00-04:00,10853.16015625,10885.3798828125,10531.2197265625,10580.58984375,4501540000,0.0,0.0
